character,universe,n
princess_emerald_i,new_earth,1
princess_emerald_ii,new_earth,1
princess_emerald_iii,new_earth,1
princess_power,new_earth,1
princess_topaz,new_earth,1
priscilla_kitaen,prime_earth,1
priscilla_kitaen,wildc_a_t_s_tv_series,1
priscilla_kitaen,wildstorm_universe,1
priscilla_rich,dc_super_friends_web_series,1
priscilla_rich,earth_two,1
priscilla_rich,justice,1
probe,new_earth,1
procne,new_earth,1
prodo,superboy_tv_series,1
professor_ojo,new_earth,1
prohl_gosgotha,new_earth,1
proinsias_cassidy,preacher,1
projectra_vauxhall,earth_prime,1
projectra_wind_zzor,pre_zero_hour,1
promethea,prime_earth,1
prometheus,new_earth,1
prometheus,prime_earth,1
prometheus_son_of_iapetus,new_earth,1
proteus,wildstorm_universe,1
protex,future_state,1
protex,new_earth,1
prym_el,tiny_titans,1
psimon,tiny_titans,1
psyche,pre_zero_hour,1
ptra,earth_two,1
puff,dakotaverse,1
puff,dcau,1
pulsar_stargrave,pre_zero_hour,1
pup_pup,prime_earth,1
puppet_king,teen_titans_tv_series,1
puzzler,prime_earth,1
pyra,earth_ad,1
pyra_maniac,earth_one,1
pyranis,new_earth,1
pyron,new_earth,1
pyrrhos,future_state,1
pythia,new_earth,1
qi_qi,new_earth,1
quanto,pre_zero_hour,1
quantum_queen,pre_zero_hour,1
queega_semk,pre_zero_hour,1
queen_bee,dc_unchained,1
queen_bee,earth_16,1
queen_clea,earth_two,1
queen_clea,new_earth,1
queen_eve,earth_two,1
queen_leila,earth_two,1
queen_maeve,the_boys,1
quell_mordeth,prime_earth,1
quelu_ord,pre_zero_hour,1
quentin_gallows,prime_earth,1
quentin_taylor,wildstorm_universe,1
querl_dox,dcau,1
querl_dox,earth_prime,1
querl_dox,future_state,1
querl_dox,legion_of_super_heroes_tv_series,1
querl_dox,post_zero_hour,1
querl_dox,pre_zero_hour,1
questing_queen,prime_earth,1
question,prime_earth,1
quetzalcoatl,new_earth,1
quetzlotl,new_earth,1
quex_ul,earth_one,1
quex_ul,new_earth,1
quex_ul,pocket_universe,1
quicksilver,quality_universe,1
quislet,pre_zero_hour,1
quiz,new_earth,1
qull,new_earth,1
r_amey_holl,new_earth,1
ra_man,new_earth,1
ra_s_al_ghul,arrowverse,1
ra_s_al_ghul,dcau,1
ra_s_al_ghul,new_earth,1
ra_s_al_ghul,prime_earth,1
ra_ut_l_lwer,prime_earth,1
rac_shade,prime_earth,1
rachel_berkowitz,earth_one,1
rachel_berkowitz,new_earth,1
rachel_berkowitz,prime_earth,1
rachel_felps,prime_earth,1
rachel_goldman,wildstorm_universe,1
rachel_l_rhodes,wildstorm_universe,1
rachel_roth,dc_bombshells,1
rachel_roth,titans_tv_series,1
radea,earth_one,1
radiant,new_earth,1
raelene_sharp,new_earth,1
raga,prime_earth,1
rainsaw,dakotaverse,1
rajya,prime_earth,1
rake,prime_earth,1
ral_benem,legion_of_super_heroes_tv_series,1
ral_benem,pre_zero_hour,1
ral_dar,new_earth,1
rall_kem,pre_zero_hour,1
ralph_dibny,arrowverse,1
ralph_dibny,dcau,1
ralph_dibny,earth_16,1
ralph_dibny,justice,1
ralph_dibny,new_earth,1
ralph_dibny,prime_earth,1
ralph_dibny,tiny_titans,1
rama_chandra,new_earth,1
rama_khan,new_earth,1
rama_kushna,new_earth,1
rama_kushna,prime_earth,1
ramia,new_earth,1
ramjet,dakotaverse,1
ramon_rand,dakotaverse,1
ramon_raymond,just_imagine,1
rampotatek,new_earth,1
rampotatek,superman_vs_the_elite,1
ramrod,dcau,1
ramsey_deacon,arrowverse,1
ramsey_robinson,new_earth,1
ramsey_rosso,arrowverse,1
ramsey_spencer,some_years_later,1
ramulus,new_earth,1
ran_va_daath,new_earth,1
rana,new_earth,1
ranakar,new_earth,1
randall_dowling,wildstorm_universe,1
randall_mikavic,new_earth,1
randu_singh,new_earth,1
randy_hanrahan,prime_earth,1
randy_klein,smallville,1
rani,new_earth,1
ranx,new_earth,1
rao,prime_earth,1
raphael_van_zandt,earth_x,1
raphe_equus,wildstorm_universe,1
raptor,prime_earth,1
raquel_ervin,earth_16,1
rashira,new_earth,1
ratchet,new_earth,1
rath,justice_league_action,1
rath,new_earth,1
ratira,new_earth,1
raven,dc_animated_movie_universe,1
raven,earth_1,1
raven,future_state,1
raven,injustice,1
raven,lego_batman,1
raven,new_earth,1
raven,prime_earth,1
raven,teen_titans_go_tv_series,1
raven,titans_tomorrow,1
raven,wildstorm_universe,1
raven_roth,ame_comi,1
raveniya_dayspring,amalgam_universe,1
ray_summers,amalgam_universe,1
raya,smallville,1
raya_van_zandt,arrowverse,1
rayhan_mazin,new_earth,1
raymond_jensen,earth_1,1
raymond_palmer,arrowverse,1
raymond_palmer,dcau,1
raymond_palmer,dceased,1
raymond_palmer,earth_16,1
raymond_palmer,justice,1
raymond_palmer,justice_league_pilot,1
raymond_palmer,lego_batman,1
raymond_palmer,lego_dc_heroes,1
raymond_palmer,prime_earth,1
raymond_palmer,sword_of_the_atom_shorts,1
raymond_palmer,the_brave_and_the_bold,1
raymond_palmer,tiny_titans,1
raymond_terrill,arrowverse,1
raymond_terrill,dcau,1
raymond_terrill,new_earth,1
raymond_terrill,prime_earth,1
raymond_terrill,titans_tomorrow,1
raza_kattuah,prime_earth,1
raze,prime_earth,1
reach,prime_earth,1
rebecca_barrow,prime_earth,1
rebecca_carstairs,new_earth,1
rebecca_carstairs,prime_earth,1
rebecca_jones,black_lightning_tv_series,1
rebecca_jones,new_earth,1
rebecca_jones,thunder_lightning_shorts,1
rebecca_langstrom,new_earth,1
rebecca_sharpe,new_earth,1
rebis,new_earth,1
rebis,prime_earth,1
red_inferno,earth_16,1
red_mask,new_earth,1
red_racer,earth_36,1
red_tornado,crisis_on_two_earths,1
red_tornado,dcau,1
red_tornado,earth_16,1
red_tornado,earth_22,1
red_tornado,flashpoint_timeline,1
red_tornado,injustice,1
red_tornado,justice,1
red_tornado,justice_league_action,1
red_tornado,lego_batman,1
red_tornado,new_earth,1
red_tornado,prime_earth,1
red_tornado,the_brave_and_the_bold,1
red_torpedo,earth_16,1
red_torpedo,new_earth,1
red_volcano,earth_16,1
red_volcano,new_earth,1
reemuz,new_earth,1
reep_daggle,dcau,1
reep_daggle,earth_prime,1
reep_daggle,post_zero_hour,1
rees_van,new_earth,1
reggie_meyer,prime_earth,1
regin,new_earth,1
regor,earth_two,1
reichsmark,new_earth,1
reign,prime_earth,1
reiser,prime_earth,1
relic,prime_earth,1
remington_cord,new_earth,1
remoni_notra,new_earth,1
ren_daggle,pre_zero_hour,1
ren_jacques_brande,post_zero_hour,1
rena,new_earth,1
renegade_doctor,wildstorm_universe,1
reno_bryce,wildc_a_t_s_tv_series,1
reno_bryce,wildstorm_universe,1
repo_man,new_earth,1
repulso,prime_earth,1
repun,prime_earth,1
res_vir,pre_zero_hour,1
rex_mason,beware_the_batman,1
rex_mason,dcau,1
rex_mason,earth_16,1
rex_mason,justice,1
rex_mason,new_earth,1
rex_mason,prime_earth,1
rex_stewart,dcau,1
rex_the_wonder_dog,new_earth,1
rex_tyler,new_earth,1
rexa_macksdotter,earth_abc,1
rhea,prime_earth,1
rhea_beecher_duncan,earth_16,1
rhea_jones,new_earth,1
rhent_ustin,pre_zero_hour,1
rhian_douglas,new_earth,1
rhombus,new_earth,1
rhonda_pineda,earth_3,1
ri,new_earth,1
ricardo,prime_earth,1
richard_brinke,prime_earth,1
richard_drakunovski,new_earth,1
richard_flag_sr,prime_earth,1
richard_foley,dcau,1
richard_grayson,dceased,1
richard_grayson,earth_31,1
richard_grayson,earth_43,1
richard_grayson,injustice,1
richard_grayson,prime_earth,1
richard_grayson,tiny_titans,1
richard_grey_jr,earth_1,1
richard_grey_jr,earth_two,1
richard_grey_jr,new_earth,1
richard_grey_jr,quality_universe,1
richard_hertz,new_earth,1
richard_kent_shakespeare,pre_zero_hour,1
richard_lawrence,earth_one,1
richard_martin,earth_abc,1
richard_morse,new_earth,1
richard_occult,injustice,1
richard_occult,new_earth,1
richard_simpson,arrowverse,1
richard_simpson,new_earth,1
richard_swift,earth_16,1
richard_swift,new_earth,1
richard_swift,prime_earth,1
richard_tyler,new_earth,1
richard_tyler,stargirl_tv_series,1
rick_jensen,new_earth,1
rictus,prime_earth,1
riddler,riddle_of_the_beast,1
rik_sunn,sun_devils,1
rima,earth_one,1
rima,super_friends,1
rip_roar,new_earth,1
risa_del_toro,bite_club,1
rita_farr,doom_patrol_shorts,1
rita_farr,justice,1
rita_farr,new_earth,1
rita_farr,teen_titans_tv_series,1
rita_lopez,new_earth,1
robert_benton,earth_abc,1
robert_connors,impact,1
robert_crane,new_earth,1
robert_crane,prime_earth,1
robert_dickering,new_earth,1
robert_gadling,new_earth,1
robert_lane,wildstorm_universe,1
robert_langstrom,new_earth,1
robert_langstrom,the_doom_that_came_to_gotham,1
robert_long,team_titans,1
robert_nathan,wildstorm_universe,1
robert_paxton,earth_abc,1
robert_queen,prime_earth,1
robert_reed,prime_earth,1
robert_reed,teen_titans_tv_series,1
robert_rickman,smallville,1
robert_rogers,just_imagine,1
robert_todd,prime_earth,1
robert_zirrozinski,prime_earth,1
roberto_diaz,prime_earth,1
robin,just_imagine,1
robin_robin,super_pets,1
robin_robin,tiny_titans,1
robinson_goode,prime_earth,1
robot_32198,new_earth,1
robot_f2324,new_earth,1
rockface,new_earth,1
roderick_rose,dcau,1
roderick_rose,new_earth,1
rog,new_earth,1
roger_corben,earth_one,1
roger_hayden,arrowverse,1
roger_hayden,new_earth,1
roger_hayden,prime_earth,1
roger_hayden,the_brave_and_the_bold,1
roger_niles,superboy_tv_series,1
roger_rabbit,earth_c,1
roger_rivers,earth_one,1
roh_kar,earth_two,1
roh_kar,new_earth,1
rokk,earth_one,1
rokk_krinn,batman_1966_tv_series,1
rokk_krinn,dcau,1
rokk_krinn,earth_149,1
rokk_krinn,earth_172,1
rokk_krinn,earth_prime,1
rokk_krinn,legion_of_super_heroes_tv_series,1
rokk_krinn,post_rebirth,1
rokk_krinn,post_zero_hour,1
rokk_krinn,pre_zero_hour,1
rol_purtha,earth_prime,1
roland_desmond,dcau,1
roland_desmond,new_earth,1
roland_norcutt,prime_earth,1
roland_vale,lois_clark,1
roman_sionis,new_earth,1
roman_sionis,prime_earth,1
ron_karr,pre_zero_hour,1
ronal,earth_16,1
ronal,earth_one,1
ronal,new_earth,1
ronald_evers,new_earth,1
ronald_raymond,arrowverse,1
ronald_raymond,futures_end,1
ronald_raymond,justice_league_action,1
ronald_raymond,last_christmas,1
ronald_raymond,lego_batman,1
ronald_raymond,new_earth,1
ronald_raymond,prime_earth,1
ronald_raymond,super_friends,1
roni_evers,doom_patrol_tv_series,1
ronno,earth_124_1,1
ronno,earth_one,1
rory_regan,arrowverse,1
rory_regan,future_state,1
rory_regan,new_earth,1
rory_regan,prime_earth,1
rosabelle_mendez,new_earth,1
rosacarnis,arrowverse,1
rosacarnis,vertigo_universe,1
rosalind_dillon,arrowverse,1
roscoe_barrow,new_earth,1
roscoe_dillon,new_earth,1
roscoe_dillon,prime_earth,1
roscoe_hynes,prime_earth,1
rose,prime_earth,1
rose_canton,new_earth,1
rose_forrest,post_rebirth,1
rose_psychic,injustice,1
rose_psychic,new_earth,1
rose_red,fables,1
rose_tattoo,prime_earth,1
rose_tattoo,wildstorm_universe,1
rose_wilson,dceased,1
rose_wilson,future_state,1
rose_wilson,new_earth,1
rose_wilson,prime_earth,1
rose_wilson,smallville,1
rose_wilson,teen_titans_tv_series,1
rose_wilson,titans_tomorrow,1
rose_wilson,titans_tv_series,1
rosemary_fields,new_earth,1
roshanna_chatterji,prime_earth,1
ross_richman,new_earth,1
ross_richman,titans_tomorrow,1
rot_lop_fan,new_earth,1
rot_lop_fan,the_nail,1
rotten,wildstorm_universe,1
rowa,prime_earth,1
roxanne_spaulding,gen_13_movie,1
roxanne_spaulding,wildstorm_universe,1
roxy,new_earth,1
roy_bivolo,arrowverse,1
roy_g_bivolo,prime_earth,1
roy_g_bivolo,teen_titans_go_tv_series,1
roy_harper,arrowverse,1
roy_harper,dc_legends,1
roy_harper,earth_16,1
roy_harper,new_earth,1
roy_lincoln,earth_1,1
roy_lincoln,earth_22,1
roy_lincoln,earth_two,1
roy_lincoln,new_earth,1
roy_lincoln,quality_universe,1
roy_raymond_jr,new_earth,1
roy_raymond_sr,new_earth,1
roy_travich,pre_zero_hour,1
rrall,new_earth,1
rrara,earth_one,1
rru_9_2,new_earth,1
rudolph,earth_twelve,1
rudolph_jones,dc_legends,1
rudolph_jones,dcau,1
rudolph_jones,justice_league_action,1
rudolph_jones,man_of_tomorrow,1
rudolph_jones,new_earth,1
rudolph_jones,smallville,1
rufus_wild,dakotaverse,1
ruin_of_the_dreaming,prime_earth,1
rumble_iii,new_earth,1
russell_glosson,arrowverse,1
russell_tavaroff,prime_earth,1
ruth_spencer,new_earth,1
ryan_choi,injustice,1
ryan_choi,lego_batman,1
ryan_choi,new_earth,1
ryan_choi,prime_earth,1
ryan_choi,the_brave_and_the_bold,1
ryan_choi,tiny_titans,1
ryan_james,smallville,1
ryan_kendall,new_earth,1
ryand_r,new_earth,1
ryand_r,prime_earth,1
ryus,prime_earth,1
ryus,tidebreaker,1
s_1,new_earth,1
s_tanicule_gyrstress,pre_zero_hour,1
saahira,wildstorm_universe,1
saarek,new_earth,1
sabina_de_la_croix,new_earth,1
sac,new_earth,1
sadeh,new_earth,1
saico_tek,teen_titans_tv_series,1
saint_of_killers,preacher,1
sakki,new_earth,1
salah_miandad,new_earth,1
salden,just_imagine,1
salkor,earth_one,1
sally_sarasota,prime_earth,1
salu_digby,dcau,1
salu_digby,earth_prime,1
salu_digby,legion_of_super_heroes_tv_series,1
salu_digby,post_zero_hour,1
salu_digby,pre_zero_hour,1
salvador_joel_alonday,wildstorm_universe,1
salvaxe,prime_earth,1
sam_simeon,new_earth,1
sam_zhao,earth_2,1
samanda_watson,arrowverse,1
samantha_voz,new_earth,1
sameer_park,dc_animated_movie_universe,1
sami_mousawi,new_earth,1
samson,all_star_superman,1
samuel_register,new_earth,1
samuel_scudder,arrowverse,1
samuel_smith,wildstorm_universe,1
samuel_song,prime_earth,1
samuel_yates,new_earth,1
samurai_ii,new_earth,1
sand_superman,futures_end,1
sanderson_hawkins,new_earth,1
sandra_knight,earth_two,1
sandy_anderson,post_zero_hour,1
santa_claus,santa_clau,1
sara_lance,arrowverse,1
sara_quinones,dakotaverse,1
sara_smart,new_earth,1
sarah_conroy,smallville,1
sarah_rainmaker,prime_earth,1
sarah_rainmaker,wildstorm_universe,1
sardonyx,new_earth,1
sarya,dcau,1
sarya,pre_zero_hour,1
sasha_bordeaux,new_earth,1
sasha_green,new_earth,1
sasha_martens,new_earth,1
sasha_woodman,smallville,1
satan,earth_s,1
satan_girl,pre_zero_hour,1
satanis,earth_one,1
satanus,new_earth,1
satanus,prime_earth,1
saul_constantine,vertigo_universe,1
savitar,arrowverse,1
savitar,new_earth,1
sax_gola,earth_two,1
sayd,new_earth,1
sayeh,prime_earth,1
sazu,new_earth,1
scale_skin_man,gotham,1
scandal_savage,dc_animated_movie_universe,1
scandal_savage,new_earth,1
scapegoat,new_earth,1
scar,new_earth,1
scarface,teen_titans_tv_series,1
scarlet_fantastic,wildstorm_universe,1
scarth,new_earth,1
scatter,prime_earth,1
scavenger,new_earth,1
schlagg_man,new_earth,1
scot,harley_quinn_tv_series,1
scot,lego_batman,1
scot,prime_earth,1
scott,izombie,1
scott_fischer,new_earth,1
scott_fischer,prime_earth,1
scott_free,dceased,1
scott_free,earth_1198,1
scott_free,earth_2,1
scott_free,justice_league_action,1
scott_free,new_earth,1
scott_free,the_coming_of_the_supermen,1
scott_sawyer,new_earth,1
scratch,new_earth,1
scream_queen,the_brave_and_the_bold,1
screamdreamer,superboy_tv_series,1
screech,vamps,1
scythian_torvil,arrowverse,1
sea_king,earth_3,1
sea_wolf,new_earth,1
seamus_o_brienn,prime_earth,1
sean_kelvin,smallville,1
sean_sonus,arrowverse,1
sebaeos,wildstorm_universe,1
sebastian_ashe,wildstorm_universe,1
sebastian_ballesteros,new_earth,1
sebastian_blood_ix,new_earth,1
sebastian_blood_viii,new_earth,1
sebastian_faust,new_earth,1
sebastian_faust,prime_earth,1
seductress,new_earth,1
sela_allen,new_earth,1
selena,donnerverse,1
selena,earth_one,1
selena,prime_earth,1
selena_tubach_ii,motherlands,1
selina_kyle,batman_1966_tv_series,1
selina_kyle,burtonverse,1
selina_kyle,curse_of_the_cat_woman,1
selina_kyle,dc_animated_movie_universe,1
selina_kyle,dcau,1
selina_kyle,dceased,1
selina_kyle,earth_43,1
selina_kyle,earth_two,1
selina_kyle,gotham,1
selina_kyle,harley_quinn_tv_series,1
selina_kyle,man_of_tomorrow,1
selina_kyle,new_earth,1
selina_kyle,scooby_doo_team_up,1
selina_kyle,the_lego_movie,1
selinda_flinders,new_earth,1
selinda_flinders,titans_tv_series,1
selma_tolon,new_earth,1
sena,prime_earth,1
sendrina,new_earth,1
sensei,gotham,1
sensei,new_earth,1
serafina_arkadin,new_earth,1
serafina_baldaur,prime_earth,1
seraph,new_earth,1
sergei_minerva,amalgam_universe,1
serifan,earth_16,1
serifan,new_earth,1
seth_aiden,new_earth,1
seth_nelson,smallville,1
sev_tcheru,earth_prime,1
sev_tcheru,pre_zero_hour,1
sha_lain_a,earth_16,1
sha_sheen_j_onzz,new_earth,1
shadow_walker,prime_earth,1
shaggy_man,earth_5_8,1
shaggy_man,new_earth,1
shaggy_man,prime_earth,1
shaggy_man,super_friends,1
shaggy_man,the_brave_and_the_bold,1
shaggy_man_ii,new_earth,1
shaggy_man_iii,new_earth,1
shagrek,pre_zero_hour,1
shakira,dcau,1
shakira,new_earth,1
shalako,new_earth,1
shaligo,new_earth,1
shalimar,new_earth,1
shalir,new_earth,1
shane_thompson,new_earth,1
shango,new_earth,1
shaolin_robot,new_earth,1
shark,the_batman_tv_series,1
sharkeeta,earth_two,1
sharon_parker,new_earth,1
sharon_vance,new_earth,1
sharon_vance,prime_earth,1
shauna_belzer,prime_earth,1
shawna_baez,arrowverse,1
shawna_sunderland,swamp_thing_2_19_tv_series,1
shay_lamden,arrowverse,1
shay_li_wylde,black_lightning_tv_series,1
shayera_hall,smallville,1
shayera_hol,dcau,1
shayera_hol,justice,1
shayera_hol,lego_batman,1
shayera_tal,riddle_of_the_beast,1
shayera_thal,earth_16,1
shayera_thal,earth_one,1
shayera_thal,new_earth,1
shayera_thal,prime_earth,1
shayera_thal,scooby_doo_team_up,1
shayera_thal_i,new_earth,1
shayera_thath,ame_comi,1
shayne_j_onzz,sixth_dimension,1
shazam,billy_batson,1
shazam,dcau,1
shazam,earth_5,1
shazam,earth_85,1
shazam,earth_s,1
shazam,future_state,1
shazam,justice_league_action,1
shazam,return_of_black_adam,1
sheko,prime_earth,1
shellshock,new_earth,1
shen_li_men,the_wild_storm,1
shen_li_men,wildstorm_universe,1
shenice_vale,dcau,1
shepherd_ii,prime_earth,1
sheree_hatcher,earth_one,1
shiera,dc_bombshells,1
shiera_hall,injustice,1
shiera_sanders,dc_super_hero_girls_tv_series,1
shiera_sanders,new_earth,1
shift,new_earth,1
shift,superboy_tv_series,1
shifter,dcau,1
shifu_pigsy,prime_earth,1
shikari_lonestar,post_zero_hour,1
shim_tar,new_earth,1
shirley_adams,earth_one,1
shiryalla_tome,justice_league_3,1
shock_trauma,new_earth,1
shocko,new_earth,1
shondra_kinsolving,new_earth,1
shox,prime_earth,1
shyla_kor_onn,earth_one,1
shyleen_lao,new_earth,1
shyleen_lao,titans_tomorrow,1
sidney_speck,new_earth,1
sierra,new_earth,1
sigrid_nansen,new_earth,1
sigrid_nansen,super_friends,1
silent_majority,new_earth,1
silica,new_earth,1
silicon,prime_earth,1
silvou_durgo,pre_zero_hour,1
simon_amal,prime_earth,1
simon_baz,prime_earth,1
simon_culp,new_earth,1
simon_culp,prime_earth,1
simon_dark,new_earth,1
simon_ecks,new_earth,1
simon_ecks,prime_earth,1
simon_hurt,new_earth,1
simon_hurt,prime_earth,1
simon_jones,new_earth,1
simon_jones,prime_earth,1
simon_magus,new_earth,1
simon_petrarch,dark_genesis,1
simon_tsung,damocles_universe,1
simon_valentine,new_earth,1
simone,new_earth,1
simone_chesterman,smallville,1
sin_tzu,prime_earth,1
sindella,new_earth,1
sindella,prime_earth,1
sinestro,emerald_knights,1
sinestro,first_flight,1
sinestro,the_brave_and_the_bold,1
siobhan_mcdougal,new_earth,1
siobhan_smythe,dc_animated_movie_universe,1
siobhan_smythe,prime_earth,1
sir_timothy_hunter,new_earth,1
sir_william,earth_9,1
siracca,prime_earth,1
siren,new_earth,1
sirius,new_earth,1
sis,justice_league_action,1
sis,titans_tv_series,1
sister_eve,wildstorm_universe,1
sitra,new_earth,1
sizematic,earth_one,1
skallox,new_earth,1
skeeter,vamps,1
skeets,injustice,1
skeets,the_brave_and_the_bold,1
skizm,new_earth,1
skorch,prime_earth,1
skwaul,new_earth,1
sky_alchesay,prime_earth,1
skye_harper,prime_earth,1
slackjaw,prime_earth,1
slade_wilson,arrowverse,1
slade_wilson,dc_animated_movie_universe,1
slade_wilson,futures_end,1
slade_wilson,new_earth,1
slade_wilson,prime_earth,1
slade_wilson,titans_tomorrow,1
slade_wilson,titans_tv_series,1
slag,dakotaverse,1
slagg,new_earth,1
slaggingham,new_earth,1
slava,doom_patrol_tv_series,1
sleez,new_earth,1
slig,new_earth,1
slim_ghost_patrol,new_earth,1
slizzath,new_earth,1
slobo,new_earth,1
sloth_son_of_trigon,new_earth,1
slug_the_dog,earth_s,1
slyxx,wildstorm_universe,1
smenkhkare,earth_abc,1
smidgen,tiny_titans,1
smoke,prime_earth,1
smoke,wildstorm_universe,1
sn_hoj,new_earth,1
snow_owl,new_earth,1
snow_white,fables,1
snowflame,new_earth,1
snowflame,prime_earth,1
sodam_yat,new_earth,1
sodam_yat,prime_earth,1
sodom,new_earth,1
sofia_ramos,prime_earth,1
solis,dcau,1
solis,new_earth,1
solitary,prime_earth,1
solomon,earth_abc,1
solomon,earth_s,1
solomon,new_earth,1
solomon_grundy,earth_2,1
solomon_grundy,earth_22,1
solomon_grundy,the_brave_and_the_bold,1
solomon_grundy,tiny_titans,1
solomon_grundy_clone,prime_earth,1
solon_darga,pre_zero_hour,1
solovar,earth_16,1
solovar,new_earth,1
solovar,prime_earth,1
solovar,scooby_doo_team_up,1
somi_gan,pre_zero_hour,1
son_of_the_fallen,new_earth,1
son_of_zod,gods_and_monsters,1
sondra_fuller,new_earth,1
sondra_fuller,prime_earth,1
sonia_sato,new_earth,1
sonja,new_earth,1
sontag_henya,earth_two,1
sonya_chuikov,new_earth,1
sonya_tarinka,prime_earth,1
sorban,earth_one,1
soseh_mykros,new_earth,1
spark,prime_earth,1
sparkler,new_earth,1
sparta,new_earth,1
spectre,created_equal,1
spellbinder,the_batman_tv_series,1
spera,new_earth,1
spinebender,prime_earth,1
split,new_earth,1
splyce,prime_earth,1
spol,dcau,1
springheeled_jack,prime_earth,1
stacy_macklin,earth_one,1
stake,new_earth,1
stalker,dcau,1
stalker,new_earth,1
stalker,prime_earth,1
stanley_baumgarten,new_earth,1
stanley_printwhistle,earth_s,1
stanley_printwhistle,new_earth,1
stanley_silver,new_earth,1
staq_mavlen,pre_zero_hour,1
star,lois_clark,1
star_lily,star_riders,1
starbreaker,new_earth,1
starfire,ame_comi,1
starfire,new_earth,1
starro,injustice,1
stealth,new_earth,1
steeljacket,new_earth,1
stel,new_earth,1
stella_maxwell,dakotaverse,1
stepdad,titans_tv_series,1
stephanie_trevor,earth_3839,1
stephen_callahan,gen_13_movie,1
stephen_callahan,wildstorm_universe,1
stephen_forrest_lee,new_earth,1
stephen_mandragora,dcau,1
stephen_trevor,earth_34,1
steppenwolf,earth_2,1
steppenwolf,new_earth,1
steppenwolf,prime_earth,1
stercorax,vertigo_universe,1
steven_dayton,doom_patrol_tv_series,1
steven_dayton,new_earth,1
steven_dayton,prime_earth,1
steven_trevor,earth_1,1
steven_trevor,earth_27,1
steven_trevor,earth_one,1
stheno,new_earth,1
stiletta,hex_timeline,1
stinky,fables,1
stinky_the_cat,new_earth,1
stompa,lego_batman,1
stompa,new_earth,1
stompa,prime_earth,1
stone,prime_earth,1
stormy_foster,quality_universe,1
strata,new_earth,1
strato,new_earth,1
stratos,new_earth,1
streak,new_earth,1
streaky,earth_5_8,1
streaky,earth_one,1
streaky,justice_league_action,1
streaky,prime_earth,1
strega_iii,new_earth,1
strobe,new_earth,1
stuart_lowe,dcau,1
stuart_mosely,new_earth,1
su_lehmon,new_earth,1
subject_13,titans_tv_series,1
subject_b,prime_earth,1
subjekt_17,new_earth,1
submissionary_judah,new_earth,1
sujatmi_sunowaparti,new_earth,1
summer_day,new_earth,1
summer_swan,wildstorm_universe,1
summer_zahid,prime_earth,1
super_duper,earth_one,1
super_girl,earth_one,1
super_man_zero,prime_earth,1
super_woman,earth_3,1
superboy,cadmus_challengers_of_the_unknown,1
superboy,dc_animated_movie_universe,1
superboy,dcau,1
superboy,earth_16,1
superboy,hyperjacket,1
superboy,super_seven,1
superdoom,earth_45,1
supergirl,justice_league_heroes,1
supergirl,teen_titans_tv_series,1
supergrrl,earth_1_98,1
superlad_iii,earth_one,1
superman,clark_kent,1
superman,earth_1,1
superman_ii,earth_399,1
superman_iii,earth_399,1
superman_secundus,dc_one_million,1
superwoman,earth_11,1
suriel,prime_earth,1
susan_dearbon,new_earth,1
susan_kent,earth_s,1
susan_kent,new_earth,1
susan_lang,futures_end,1
susan_linden,new_earth,1
susan_linden_ii,new_earth,1
susan_maguire,dcau,1
susan_su,prime_earth,1
susan_tompkins,prime_earth,1
susano_o_no_mikoto,new_earth,1
sussa_paka,legion_of_super_heroes_tv_series,1
sussa_paka,post_zero_hour,1
sussa_paka,pre_zero_hour,1
sutri,earth_one,1
suzette_ledbedder,wildstorm_universe,1
suzie_lamar,new_earth,1
suzuki,izombie_tv_series,1
sven_larson,new_earth,1
sven_larson,prime_earth,1
swamp_thing,new_earth,1
swamp_thing,prime_earth,1
swamp_thing,swamp_thing_2_19_tv_series,1
swarm,dakotaverse,1
swordfish,earth_one,1
sybil_silverlock,prime_earth,1
sydne_ardeen,post_zero_hour,1
sydney,wildstorm_universe,1
sykes,wildstorm_universe,1
syl,prime_earth,1
syl_khee,prime_earth,1
sylbert_rundine,arrowverse,1
sylvan_scofield,new_earth,1
sylvester_pemberton,smallville,1
sylvia_dewitt,earth_one,1
symon_terrynce,new_earth,1
synaptic_kid,new_earth,1
syntho_rob_one,earth_one,1
syonide,black_lightning_tv_series,1
syrene,earth_one,1
tabitha,harley_quinn_tv_series,1
tactical_augmented_organism,wildstorm_universe,1
tadwallader_jutefruce,new_earth,1
taghurrhu,new_earth,1
taia,new_earth,1
taiana_venediktov,arrowverse,1
tail_terrier,krypto_the_superdog,1
takehiko,new_earth,1
takeo_sato,new_earth,1
takeo_sato,superboy_tv_series,1
takeo_yakata,new_earth,1
tal_nahii,pre_zero_hour,1
tal_obrin,pre_zero_hour,1
tal_rho,arrowverse,1
tala,dcau,1
tala,new_earth,1
talathus,new_earth,1
talia_al_ghul,arrowverse,1
talia_al_ghul,new_earth,1
talon_of_178,prime_earth,1
tamlin_the_falconer,new_earth,1
tan_on,being_super,1
tanaka_rei,earth_d,1
tanda,future_state,1
tangaroa,prime_earth,1
tanist,dc_one_million,1
tannarak,new_earth,1
tannarak,scooby_doo_team_up,1
tanya,earth_43,1
tanya_spears,prime_earth,1
tao_jones,new_earth,1
tapestry,wildstorm_universe,1
tara,superboy_tv_series,1
tara_markov,dc_animated_movie_universe,1
tara_markov,dc_legends,1
tara_markov,earth_1,1
tara_markov,earth_16,1
tara_markov,lego_batman,1
